filename,source_url,section_label,section_index,chunk_index,chunk_text
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.4,5.4,0,"5.4 Management Responsibilities Management should require all personnel to apply information security in accordance with the established information security policy, topic-specific policies and procedures of the organization."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.5,5.5,0,5.5 Contact with Authorities The organization should establish and maintain contact with relevant authorities.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.6,5.6,0,5.6 Contact with special interest groups The organization should establish and maintain contact with special interest groups or other specialist security forums and professional associations.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.7,5.7,0,5.7 Threat intelligence Information relating to information security threats should be collected and analysed to produce threat intelligence.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.8,5.8,0,5.8 Information security in project management Information security should be integrated into project management.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.9,5.9,0,"5.9 Inventory of information and other associated assets An inventory of information and other associated assets, including owners, should be developed and maintained."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.1,6.1,0,"6.1 Screening Background verification checks on all candidates to become personnel should be carried out prior to joining the organization and on an ongoing basis taking into consideration applicable laws, regulations and ethics and be proportional to the business requirements, the classification of the information to be accessed and the perceived risks."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.2,6.2,0,6.2 Terms and conditions of employment The employment contractual agreements should state the personnel’s and the organization’s responsibilities for information security.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.3,6.3,0,"6.3 Information security awareness, education and training Personnel of the organization and relevant interested parties should receive appropriate information security awareness, education and training and regular updates of the organization's information security policy, topic-specific policies and procedures, as relevant for their job function."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.4,6.4,0,6.4 Disciplinary process A disciplinary process should be formalized and communicated to take actions against personnel and other relevant interested parties who have committed an information security policy violation.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.5,6.5,0,"6.5 Responsibilities after termination or change of employment Information security responsibilities and duties that remain valid after termination or change of employment should be defined, enforced and communicated to relevant personnel and other interested parties."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.6,6.6,0,"6.6 Confidentiality or non-disclosure agreements Confidentiality or non-disclosure agreements reflecting the organization’s needs for the protection of information should be identified, documented, regularly reviewed and signed by personnel and other relevant interested parties."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.7,6.7,0,"6.7 Remote working Security measures should be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization’s premises."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.8,6.8,0,6.8 Information security event reporting The organization should provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner. 7 Physical Controls
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.1,7.1,0,7.1 Physical security perimeters Security perimeters should be defined and used to protect areas that contain information and other associated assets.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.10,7.1,0,"7.10 Storage media Storage media should be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization’s classification scheme and handling requirements."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.11,7.11,0,7.11 Supporting utilities Information processing facilities should be protected from power failures and other disruptions caused by failures in supporting utilities.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.12,7.12,0,"7.12 Cabling security Cables carrying power, data or supporting information services should be protected from interception, interference or damage."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.13,7.13,0,"7.13 Equipment maintenance Equipment should be maintained correctly to ensure availability, integrity and confidentiality of information."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.14,7.14,0,7.14 Secure disposal or re-use of equipment Items of equipment containing storage media should be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use. 8 Technological Controls
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.2,7.2,0,7.2 Physical entry Secure areas should be protected by appropriate entry controls and access points.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.3,7.3,0,"7.3 Securing offices, rooms and facilities Physical security for offices, rooms and facilities should be designed and implemented."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.4,7.4,0,7.4 Physical security monitoring Premises should be continuously monitored for unauthorized physical access.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.5,7.5,0,"7.5 Protecting against physical and environmental threats Protection against physical and environmental threats, such as natural disasters and other intentional or unintentional physical threats to infrastructure should be designed and implemented."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.6,7.6,0,7.6 Working in secure areas Security measures for working in secure areas should be designed and implemented.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.7,7.7,0,7.7 Clear desk and clear screen Clear desk rules for papers and removable storage media and clear screen rules for information processing facilities should be defined and appropriately enforced.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.8,7.8,0,7.8 Equipment siting and protection Equipment should be sited securely and protected.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.9,7.9,0,7.9 Security of assets off-premises Off-site assets should be protected.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.1,8.1,0,"8.1 User endpoint devices Information stored on, processed by or accessible via user endpoint devices should be protected."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.10,8.1,0,"8.10 Information deletion Information stored in information systems, devices or in any other storage media should be deleted when no longer required."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.11,8.11,0,"8.11 Data masking Data masking should be used in accordance with the organization’s topic-specific policy on access control and other related topic-specific policies, and business requirements, taking applicable legislation into consideration."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.12,8.12,0,"8.12 Data leakage prevention Data leakage prevention measures should be applied to systems, networks and any other devices that process, store or transmit sensitive information."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.13,8.13,0,"8.13 Information backup Backup copies of information, software and systems should be maintained and regularly tested in accordance with the agreed topic-specific policy on backup."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.14,8.14,0,8.14 Redundancy of information processing facilities Information processing facilities should be implemented with redundancy sufficient to meet availability requirements.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.15,8.15,0,"8.15 Logging Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.16,8.16,0,"8.16 Monitoring activities Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.17,8.17,0,8.17 Clock synchronization The clocks of information processing systems used by the organization should be synchronized to approved time sources.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.18,8.18,0,8.18 Use of privileged utility programs The use of utility programs that can be capable of overriding system and application controls should be restricted and tightly controlled.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.19,8.19,0,8.19 Installation of software on operational systems Procedures and measures should be implemented to securely manage software installation on operational systems.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.2,8.2,0,8.2 Privileged access rights The allocation and use of privileged access rights should be restricted and managed.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.20,8.2,0,"8.20 Networks security Networks and network devices should be secured, managed and controlled to protect information in systems and applications."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.21,8.21,0,"8.21 Security of network services Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.22,8.22,0,"8.22 Segregation of networks Groups of information services, users and information systems should be segregated in the organization’s networks."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.23,8.23,0,8.23 Web filtering Access to external websites should be managed to reduce exposure to malicious content.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.24,8.24,0,"8.24 Use of cryptography Rules for the effective use of cryptography, including cryptographic key management, should be defined and implemented."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.25,8.25,0,8.25 Secure development life cycle Rules for the secure development of software and systems should be established and applied.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.26,8.26,0,"8.26 Application security requirements Information security requirements should be identified, specified and approved when developing or acquiring applications."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.27,8.27,0,"8.27 Secure system architecture and engineering principles Principles for engineering secure systems should be established, documented, maintained and applied to any information system development activities."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.28,8.28,0,8.28 Secure coding Secure coding principles should be applied to software development.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.29,8.29,0,8.29 Security testing in development and acceptance Security testing processes should be defined and implemented in the development life cycle.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.3,8.3,0,8.3 Information access restriction Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.30,8.3,0,"8.30 Outsourced development The organization should direct, monitor and review the activities related to outsourced system development."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.31,8.31,0,"8.31 Separation of development, test and production environments Development, testing and production environments should be separated and secured."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.32,8.32,0,8.32 Change management Changes to information processing facilities and information systems should be subject to change management procedures.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.33,8.33,0,"8.33 Test information Test information should be appropriately selected, protected and managed."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.34,8.34,0,8.34 Protection of information systems during audit testing Audit tests and other assurance activities involving assessment of operational systems should be planned and agreed between the tester and appropriate management.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.4,8.4,0,"8.4 Access to source code Read and write access to source code, development tools and software libraries should be appropriately managed."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.5,8.5,0,8.5 Secure authentication Secure authentication technologies and procedures should be implemented based on information access restrictions and the topic-specific policy on access control.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.6,8.6,0,8.6 Capacity management The use of resources should be monitored and adjusted in line with current and expected capacity requirements.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.7,8.7,0,8.7 Protection against malware Protection against malware should be implemented and supported by appropriate user awareness.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.8,8.8,0,"8.8 Management of technical vulnerabilities Information about technical vulnerabilities of information systems in use should be obtained, the organization’s exposure to such vulnerabilities should be evaluated and appropriate measures should be taken."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.9,8.9,0,"8.9 Configuration management Configurations, including security configurations, of hardware, software, services and networks should be established, documented, implemented, monitored and reviewed."
SANS_Acceptable_Encryption_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-encryption-standard/,full,0.0,0,"Acceptable Encryption Standard (Last Updated April 2025) Purpose The purpose of this policy is to provide guidance that limits the use of encryption to those algorithms that have received substantial public review and have been proven to work effectively. Additionally, this policy provides direction to ensure that Federal regulations are followed, and legal authority is granted for the dissemination and use of encryption technologies outside of the United States. Scope This policy applies to all <Company Name> employees and affiliates. Safeguards Algorithm Requirements Ciphers in use must meet or exceed the set defined as ""AES-compatible"" or ""partially AES-compatible"" according to the IETF/IRTF Cipher Catalog, or the set defined for use in the United States National Institute of Standards and Technology (NIST) publication FIPS 140-2, or any superseding documents according to the date of implementation. The use of the Advanced Encryption Standard (AES) is strongly recommended for symmetric encryption. Algorithms in use must meet the standards defined for use in NIST publication FIPS 140-2 or any superseding document, according to date of implementation. The use of the RSA and Elliptic Curve"
SANS_Acceptable_Encryption_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-encryption-standard/,full,0.0,1,"Standard (AES) is strongly recommended for symmetric encryption. Algorithms in use must meet the standards defined for use in NIST publication FIPS 140-2 or any superseding document, according to date of implementation. The use of the RSA and Elliptic Curve Cryptography (ECC) algorithms is strongly recommended for asymmetric encryption. Signature Algorithms Algorithm Key Length (min) Additional Comment ECDSA P-256 Consider RFC6090 to avoid patent infringement. RSA 2048 Must use a secure padding scheme. PKCS#7 padding scheme is recommended. Message hashing required. LDWM SHA256 Refer to LDWM Hash-based Signatures Draft Hash Function Requirements In general, <Company Name> adheres to the NIST Policy on Hash Functions. Key Agreement and Authentication Key exchanges must use one of the following cryptographic protocols: Diffie-Hellman, IKE, or Elliptic curve Diffie-Hellman (ECDH). End points must be authenticated prior to the exchange or derivation of session keys. Public keys used to establish trust must be authenticated prior to use. Examples of authentication include transmission via cryptographically signed message or manual verification of the public key hash. All servers used for authentication (for example, RADIUS or TACACS) must have"
SANS_Acceptable_Encryption_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-encryption-standard/,full,0.0,2,"keys used to establish trust must be authenticated prior to use. Examples of authentication include transmission via cryptographically signed message or manual verification of the public key hash. All servers used for authentication (for example, RADIUS or TACACS) must have installed a valid certificate signed by a known trusted provider. All servers and applications using SSL or TLS must have the certificates signed by a known, trusted provider. Key Generation Cryptographic keys must be generated and stored in a secure manner that prevents loss, theft, or compromise. Key generation must be seeded from an industry standard random number generator (RNG). For examples, see NIST Annex C: Approved Random Number Generators for FIPS PUB 140-2. Policy Sanctions Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures. Consequences may range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical"
SANS_Acceptable_Encryption_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-encryption-standard/,full,0.0,3,"and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach."
SANS_Acceptable_Use_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-use-standard/,Safeguards,0.0,0,"Safeguards General Use and Ownership <Company Name> proprietary information stored on electronic and computing devices whether owned or leased by <Company Name>, the employee or a third party, remains the sole property of <Company Name>. You must ensure through legal or technical means that proprietary information is protected in accordance with the Data Protection Standard. You have a responsibility to promptly report the theft, loss, or unauthorized disclosure of <Company Name> proprietary information. You may access, use or share <Company Name> proprietary information only to the extent it is authorized and necessary to fulfill your assigned job duties. Employees are responsible for exercising good judgment regarding the reasonableness of personal use. Individual departments are responsible for creating guidelines concerning personal use of Internet/Intranet/Extranet systems. In the absence of such policies, employees should be guided by departmental policies on personal use, and if there is any uncertainty, employees should consult their supervisor or manager. For security and network maintenance purposes, authorized individuals within <Company Name> may monitor equipment, systems, and network traffic at any time, per Infosec's Audit Policy. <Company Name>"
SANS_Acceptable_Use_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-use-standard/,Safeguards,0.0,1,"and if there is any uncertainty, employees should consult their supervisor or manager. For security and network maintenance purposes, authorized individuals within <Company Name> may monitor equipment, systems, and network traffic at any time, per Infosec's Audit Policy. <Company Name> reserves the right to audit networks and systems on a periodic basis to ensure compliance with this policy. Security and Proprietary Information All mobile and computing devices that connect to the internal network must comply with the Minimum Access Policy. System level and user level passwords must comply with the Password Policy. Providing access to another individual, either deliberately or through failure to secure its access, is prohibited. All computing devices must be secured with a password-protected lock screen with the automatic activation feature set to 10 minutes or less. You must lock the screen or log off when the device is unattended. Postings by employees from a <Company Name> email address to newsgroups or other online platforms, should contain a disclaimer stating that the opinions expressed are strictly their own and not necessarily those of <Company Name>, unless posting"
SANS_Acceptable_Use_Standard_April2025.pdf,https://www.sans.org/information-security-policy/acceptable-use-standard/,Safeguards,0.0,2,"device is unattended. Postings by employees from a <Company Name> email address to newsgroups or other online platforms, should contain a disclaimer stating that the opinions expressed are strictly their own and not necessarily those of <Company Name>, unless posting is during business duties. Employees must use extreme caution when opening email attachments received from unknown senders, which may contain malware. Unacceptable Use The following activities are, in general, prohibited. Employees may be exempted from these restrictions during their legitimate job responsibilities (e.g., systems administration staff may have a need to disable the network access of a host if that host is disrupting production services). Under no circumstances is an employee of <Company Name> authorized to engage in any activity that is illegal under local, state, federal or international law while utilizing <Company Name>-owned resources. The lists below are by no means exhaustive but attempt to provide a framework for activities which fall into the category of unacceptable use. System and Network Activities The following activities are strictly prohibited, with no exceptions: Violations of the rights of any person or"
