filename,source_url,section_label,section_index,chunk_index,chunk_text,chunk_text_tr
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.23,5.23,0,"5.23 Information security for use of cloud services Processes for acquisition, use, management and exit from cloud services should be established in accordance with the organization’s information security requirements.","5.23 Bulut hizmetlerinin kullanımı için bilgi güvenliği Bulut hizmetlerinin satın alınması, kullanılması, yönetilmesi ve çıkması için süreçler, kuruluşun bilgi güvenliği gereksinimlerine uygun olarak kurulmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.24,5.24,0,"5.24 Information security incident management planning and preparation The organization should plan and prepare for managing information security incidents by defining, establishing and communicating information security incident management processes, roles and responsibilities","5.24 Bilgi Güvenliği Olayları Yönetimi Planlaması ve Hazırlanması Bilgi Güvenliği Olayları Yönetimi Süreçleri, Rolleri ve Sorumlulukları Tanımlayarak Bilgi Güvenliği Olayları Yönetimi Planlaması ve Hazırlanması"
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.25,5.25,0,5.25 Assessment and decision on information security events The organization should assess information security events and decide if they are to be categorized as information security incidents.,5.25 Bilgi Güvenliği Olaylarının Değerlendirilmesi ve Kararlanması Organizasyon Bilgi Güvenliği Olaylarını Değerlendirmeli ve Bunların Bilgi Güvenliği Olayları olarak sınıflandırılabileceklerine karar vermelidir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.26,5.26,0,5.26 Response to information security incidents Information security incidents should be responded to in accordance with the documented procedures.,5.26 Bilgi Güvenliği Olaylarına Cevap Bilgi Güvenliği Olaylarına belgelendirilmiş prosedürlere uygun olarak cevap verilmelidir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.27,5.27,0,5.27 Learning from information security incidents Knowledge gained from information security incidents should be used to strengthen and improve the information security controls.,"5.27 Bilgi Güvenliği Olaylarından Öğrenme Bilgi Güvenliği Olaylarından elde edilen bilgiler, bilgi güvenliği kontrollerini güçlendirmek ve geliştirmek için kullanılmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.28,5.28,0,"5.28 Collection of evidence The organization should establish and implement procedures for the identification, collection, acquisition and preservation of evidence related to information security events.","5.28 Kanıt toplama Kuruluş, bilgi güvenliği olayları ile ilgili kanıtların tespit edilmesi, toplanması, elde edilmesi ve muhafaza edilmesi için prosedürler kurmalı ve uygulanmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.29,5.29,0,5.29 Information security during disruption The organization should plan how to maintain information security at an appropriate level during disruption.,"5.29 Sıkıntı sırasında bilgi güvenliği Organizasyon, Sıkıntı sırasında bilgi güvenliğini uygun bir düzeyde nasıl koruyacağını planlamalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.3,5.3,0,5.3 Segregation of duties Conflicting duties and conflicting areas of responsibility should be segregated.,5.3 Karşıt yükümlülüklerin bölünmesi Karşıt yükümlülüklerin ve sorumluluk alanlarının bölünmesi gerekir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.30,5.3,0,"5.30 ICT readiness for business continuity ICT readiness should be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements.","5.30 İş sürdürülebilirliği için ICT hazırlığı İş sürdürülebilirliği için ICT hazırlığı, iş sürdürülebilirliği hedeflerine ve ICT sürdürülebilirliği gereksinimlerine dayanarak planlanmalı, uygulanmalı, sürdürülmelidir ve test edilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.31,5.31,0,"5.31 Legal, statutory, regulatory and contractual requirements Legal, statutory, regulatory and contractual requirements relevant to information security and the organization’s approach to meet these requirements should be identified, documented and kept up to date.","5.31 Yasal, yasal, düzenleyici ve sözleşme gereksinimleri Bilgi güvenliği ile ilgili yasal, yasal, düzenleyici ve sözleşme gereksinimleri ve bu gereksinimleri karşılamak için kuruluşun yaklaşımı tanımlanmalı, belgelendirilmeli ve güncellenmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.32,5.32,0,5.32 Intellectual property rights The organization should implement appropriate procedures to protect intellectual property rights.,"5.32 Fikri Mülkiyet Hakları Kuruluş, fikri mülkiyet haklarını korumak için uygun prosedürleri uygulamalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.33,5.33,0,"5.33 Protection of records Records should be protected from loss, destruction, falsification, unauthorized access and unauthorized release.","5.33 Kayıtların korunması kayıp, yıkım, sahtekarlık, yetkisiz erişim ve yetkisiz serbest bırakılmadan korunmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.34,5.34,0,5.34 Privacy and protection of PII The organization should identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements.,5.34 GÜVENLİK VE GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENLİK GÜVENL
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.35,5.35,0,"5.35 Independent review of information security The organization’s approach to managing information security and its implementation including people, processes and technologies should be reviewed independently at planned intervals, or when significant changes occur.","5.35 Bilgi güvenliğinin bağımsız incelenmesi Bilgi güvenliğini yönetme yaklaşımı ve insanları, süreçleri ve teknolojileri de dahil olmak üzere uygulanması, planlanan aralıklarda veya önemli değişiklikler meydana geldiğinde bağımsız olarak incelenmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.36,5.36,0,"5.36 Compliance with policies, rules and standards for information security Compliance with the organization’s information security policy, topic-specific policies, rules and standards should be regularly reviewed.","5.36 Bilgi güvenliği politikalarına, kurallarına ve standartlarına uygunluk Organizasyonun bilgi güvenliği politikasına, konuyla ilgili politikalarına, kurallarına ve standartlarına uygunluk düzenli olarak gözden geçirilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.37,5.37,0,5.37 Documented operating procedures Operating procedures for information processing facilities should be documented and made available to personnel who need them. 6 People Controls,5.37 Belgelendirilmiş işletme prosedürleri Bilgi işleme tesisleri için işletme prosedürleri belgelendirilmeli ve bunlara ihtiyaç duyan personel için kullanılabilir hale getirilmelidir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.4,5.4,0,"5.4 Management Responsibilities Management should require all personnel to apply information security in accordance with the established information security policy, topic-specific policies and procedures of the organization.","5.4 Yönetim Sorumlulukları Yönetimi, tüm personelin kurulan bilgi güvenliği politikasına, kuruluşun tematik politikalarına ve prosedürlerine uygun olarak bilgi güvenliğini uygulamasını gerektirir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.5,5.5,0,5.5 Contact with Authorities The organization should establish and maintain contact with relevant authorities.,"5.5 Yetkililerle iletişim Kuruluş, ilgili yetkililerle iletişim kurmalı ve sürdürmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.6,5.6,0,5.6 Contact with special interest groups The organization should establish and maintain contact with special interest groups or other specialist security forums and professional associations.,"5.6 Özel ilgi grupları ile iletişim Kuruluş, özel ilgi grupları veya diğer özel güvenlik forumları ve profesyonel derneklerle iletişim kurmalı ve sürdürmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.7,5.7,0,5.7 Threat intelligence Information relating to information security threats should be collected and analysed to produce threat intelligence.,5.7 Tehlike istihbaratı Bilgi güvenliği tehditleri ile ilgili bilgi toplamak ve analiz edilmelidir tehdit istihbaratı üretmek için.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.8,5.8,0,5.8 Information security in project management Information security should be integrated into project management.,5.8 Proje yönetiminde bilgi güvenliği Proje yönetiminde bilgi güvenliği entegre edilmelidir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_5.9,5.9,0,"5.9 Inventory of information and other associated assets An inventory of information and other associated assets, including owners, should be developed and maintained.","5.9 Bilgi ve diğer ilgili varlıkların depoları Bilgi ve diğer ilgili varlıkların depoları, sahipleri de dahil olmak üzere, geliştirilmeli ve sürdürülmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.1,6.1,0,"6.1 Screening Background verification checks on all candidates to become personnel should be carried out prior to joining the organization and on an ongoing basis taking into consideration applicable laws, regulations and ethics and be proportional to the business requirements, the classification of the information to be accessed and the perceived risks.","6.1 Tüm personel olmak isteyen adayların arka plan doğrulama kontrolleri organizasyona katılmadan önce ve geçerli yasaları, düzenlemeleri ve etikleri göz önünde bulundurarak sürekli olarak yapılmalıdır ve iş gereksinimlerine, erişilecek bilgilerin sınıflandırılmasına ve algılanan risklere orantılı olmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.2,6.2,0,6.2 Terms and conditions of employment The employment contractual agreements should state the personnel’s and the organization’s responsibilities for information security.,6.2 Çalışma koşulları Çalışma sözleşmeleri personelin ve kuruluşun bilgi güvenliği sorumluluğunu belirtmelidir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.3,6.3,0,"6.3 Information security awareness, education and training Personnel of the organization and relevant interested parties should receive appropriate information security awareness, education and training and regular updates of the organization's information security policy, topic-specific policies and procedures, as relevant for their job function.","6.3 Bilgi güvenliği farkındalığı, eğitim ve eğitim Organizasyonun personeli ve ilgili ilgi alanları, iş fonksiyonları için uygun olarak bilgi güvenliği farkındalığı, eğitim ve eğitim ve organizasyonun bilgi güvenliği politikası, tematik politikaları ve prosedürleri düzenli olarak güncellenmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.4,6.4,0,6.4 Disciplinary process A disciplinary process should be formalized and communicated to take actions against personnel and other relevant interested parties who have committed an information security policy violation.,"6.4 Disiplin prosedürü Disiplin prosedürü, bilgi güvenliği politikalarını ihlal eden personel ve diğer ilgili taraflara karşı harekete geçmek için formalleştirilmeli ve iletilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.5,6.5,0,"6.5 Responsibilities after termination or change of employment Information security responsibilities and duties that remain valid after termination or change of employment should be defined, enforced and communicated to relevant personnel and other interested parties.","6.5 İşin sona ermesinden veya değiştirilmesinden sonraki sorumluluklar İşin sona ermesinden veya değiştirilmesinden sonra geçerli kalan bilgi güvenliği sorumlulukları ve yükümlülükler, ilgili personel ve diğer ilgi alanlarına tanımlanmalı, uygulanmalı ve iletilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.6,6.6,0,"6.6 Confidentiality or non-disclosure agreements Confidentiality or non-disclosure agreements reflecting the organization’s needs for the protection of information should be identified, documented, regularly reviewed and signed by personnel and other relevant interested parties.","6.6 Gizlilik veya açıklama dışı anlaşmalar Bilgi koruma ihtiyaçlarını yansıtan gizlilik veya açıklama dışı anlaşmalar personel ve diğer ilgili taraflar tarafından tanımlanmalı, belgelendirilmelidir, düzenli olarak incelenmelidir ve imzalanmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.7,6.7,0,"6.7 Remote working Security measures should be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization’s premises.","6.7 Uzaktan Çalışma Güvenliği önlemleri, personelin uzaktan çalıştığı zaman, kuruluşun yerlerinin dışında erişilen, işlenmiş veya depolanan bilgileri korumak için uygulanmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_6.8,6.8,0,6.8 Information security event reporting The organization should provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner. 7 Physical Controls,"6.8 Bilgi Güvenliği Olayları Raporlama Kuruluş, personelin uygun kanallar aracılığıyla gözlemlenmiş veya şüpheli bilgi güvenliği olaylarını zamanında raporlaması için bir mekanizma sağlamalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.1,7.1,0,7.1 Physical security perimeters Security perimeters should be defined and used to protect areas that contain information and other associated assets.,7.1 Fiziksel güvenlik perimetreleri Bilgi ve diğer ilgili varlıkları içeren alanları korumak için güvenlik perimetreleri tanımlanmalı ve kullanılmalıdır.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.10,7.1,0,"7.10 Storage media Storage media should be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization’s classification scheme and handling requirements.","7.10 Depolama medyası Depolama medyası, kuruluşun sınıflandırma ve işleme gereksinimlerine uygun olarak satın alma, kullanım, taşıma ve dağıtım ömrü boyunca yönetilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.11,7.11,0,7.11 Supporting utilities Information processing facilities should be protected from power failures and other disruptions caused by failures in supporting utilities.,"7.11 Destek araçları Bilgi işleme tesisleri, Destek araçlarında başarısızlıktan kaynaklanan güç eksikliğinden ve diğer bozukluklardan korunmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.12,7.12,0,"7.12 Cabling security Cables carrying power, data or supporting information services should be protected from interception, interference or damage.","7.12 Güç, veri veya destekleyici bilgi hizmetleri taşıyan kablolar, engelleme, müdahale veya hasara karşı korunmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.13,7.13,0,"7.13 Equipment maintenance Equipment should be maintained correctly to ensure availability, integrity and confidentiality of information.","7.13 Ekipman bakım ekipmanları, bilgi mevcutluğunu, bütünlüğünü ve gizliliğini sağlamak için doğru şekilde muhafaza edilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.14,7.14,0,7.14 Secure disposal or re-use of equipment Items of equipment containing storage media should be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use. 8 Technological Controls,"7.14 Ekipmanların güvenli dağılımı veya yeniden kullanımı Depolama ortamını içeren ekipman öğeleri, herhangi bir hassas veri ve lisanslı yazılımın dağılımı veya yeniden kullanımı öncesinde silinmiş veya güvenli bir şekilde yeniden yazılmış olduğundan emin olmak için kontrol edilmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.2,7.2,0,7.2 Physical entry Secure areas should be protected by appropriate entry controls and access points.,7.2 Fiziksel giriş Güvenli alanlar uygun giriş kontrolleri ve erişim noktaları ile korunmalıdır.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.3,7.3,0,"7.3 Securing offices, rooms and facilities Physical security for offices, rooms and facilities should be designed and implemented.","7.3 Ofislerin, odaların ve tesislerin güvenliği Ofislerin, odaların ve tesislerin fiziksel güvenliği tasarlanmalı ve uygulanmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.4,7.4,0,7.4 Physical security monitoring Premises should be continuously monitored for unauthorized physical access.,7.4 Fiziksel güvenlik izleme önlemleri yetkisiz fiziksel erişim için sürekli olarak izlenmelidir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.5,7.5,0,"7.5 Protecting against physical and environmental threats Protection against physical and environmental threats, such as natural disasters and other intentional or unintentional physical threats to infrastructure should be designed and implemented.","7.5 Fiziksel ve çevresel tehditlere karşı koruma Fiziksel ve çevresel tehditlere karşı koruma, örneğin doğal felaketler ve diğer kasıtlı veya kasıtlı fiziksel tehditler altyapı için tasarlanmalı ve uygulanmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.6,7.6,0,7.6 Working in secure areas Security measures for working in secure areas should be designed and implemented.,7.6 Güvenli alanlarda çalışmak için güvenlik önlemleri tasarlanmalı ve uygulanmalıdır.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.7,7.7,0,7.7 Clear desk and clear screen Clear desk rules for papers and removable storage media and clear screen rules for information processing facilities should be defined and appropriately enforced.,7.7 Temiz masa ve açık ekran Temiz masa kuralları kağıtlar ve kaldırılabilir depolama ortamları ve bilgi işleme tesisleri için açık ekran kuralları tanımlanmalı ve uygun şekilde uygulanmalıdır.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.8,7.8,0,7.8 Equipment siting and protection Equipment should be sited securely and protected.,7.8 Oturma ekipmanları ve koruma ekipmanları güvenli ve korumalı olmalıdır.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_7.9,7.9,0,7.9 Security of assets off-premises Off-site assets should be protected.,7.9 Ücretsiz varlıkların güvenliği Ücretsiz varlıkların korunması gerekir.
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.1,8.1,0,"8.1 User endpoint devices Information stored on, processed by or accessible via user endpoint devices should be protected.","8.1 Kullanıcı son noktası cihazları Kullanıcı son noktası cihazları aracılığıyla kaydedilen, işlenen veya erişilebilen bilgiler korunmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.10,8.1,0,"8.10 Information deletion Information stored in information systems, devices or in any other storage media should be deleted when no longer required.","8.10 Bilgi silme Bilgi sistemlerinde, cihazlarda veya başka bir depolama ortamında depolanan bilgiler artık gerekli olmadığında silinmelidir."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.11,8.11,0,"8.11 Data masking Data masking should be used in accordance with the organization’s topic-specific policy on access control and other related topic-specific policies, and business requirements, taking applicable legislation into consideration.","8.11 Verileri gizlemek Verileri gizlemek, kuruluşun erişim kontrolü ve diğer ilgili konularda özel politikalar ve iş gereksinimleri konusundaki tematik politikalarına ve ilgili yasalara uygun olarak kullanılmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.12,8.12,0,"8.12 Data leakage prevention Data leakage prevention measures should be applied to systems, networks and any other devices that process, store or transmit sensitive information.","8.12 Veri sızıntısının önlenmesi Veri sızıntısının önlenmesi önlemleri hassas bilgileri işleyen, depolayan veya ileten sistemlere, ağlara ve diğer cihazlara uygulanmalıdır."
ISO-27001-Controls-List-Free-Download-pdf-.pdf,https://hightable.io/iso-27001-annex-a-controls-list/,ISO_8.13,8.13,0,"8.13 Information backup Backup copies of information, software and systems should be maintained and regularly tested in accordance with the agreed topic-specific policy on backup.","8.13 Bilgi yedekleme Bilgi, yazılım ve sistemlerin yedekleme kopyaları, yedekleme ile ilgili anlaşılmış tematik politikaya uygun olarak düzenli olarak korunmalı ve test edilmelidir."
