filename,source_url,section_label,section_index,chunk_index,chunk_text,chunk_text_tr
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-01,5.0,0,"A cybersecurity supply chain risk management program, strategy, objectives, o policies, and processes are established and agreed to by organizational stakeholders","Siber güvenlik tedarik zinciri risk yönetimi programı, stratejisi, hedefleri, o politikalar ve süreçler kurumsal paydaşlar tarafından oluşturulur ve kabul edilir"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-02,5.0,0,"Cybersecurity roles and responsibilities for suppliers, customers, and partners o are established, communicated, and coordinated internally and externally","Tedarikçiler, müşteriler ve iş ortakları için siber güvenlik rolleri ve sorumlulukları o kurum içinde ve dışında kurulur, iletilir ve koordine edilir"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-03,5.0,0,"Cybersecurity supply chain risk management is integrated into cybersecurity o and enterprise risk management, risk assessment, and improvement processes","Siber güvenlik tedarik zinciri risk yönetimi siber güvenliğe entegre edilmiştir o ve kurumsal risk yönetimi, risk değerlendirme ve iyileştirme süreçleri"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-04,5.0,0,"Suppliers are known and prioritized by criticality o 17 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024",Tedarikçiler kritikliklerine göre tanınır ve önceliklendirilir o 17 NIST CSWP 29 NIST Siber Güvenlik Çerçevesi (CSF) 2.0 26 Şubat 2024
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-05,5.0,0,"Requirements to address cybersecurity risks in supply chains are established, o prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties","Tedarik zincirlerinde siber güvenlik risklerine yönelik gereklilikler oluşturulmuştur, o önceliklendirilmiş ve tedarikçilerle yapılan sözleşmelere ve diğer anlaşma türlerine entegre edilmiştir ve diğer ilgili üçüncü taraflar"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-06,5.0,0,Planning and due diligence are performed to reduce risks before entering into o formal supplier or other third-party relationships,Faaliyete geçmeden önce riskleri azaltmak için planlama ve durum tespiti yapılır. o resmi tedarikçi veya diğer üçüncü taraf ilişkileri
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-07,5.0,0,"The risks posed by a supplier, their products and services, and other third o parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship","Bir tedarikçinin, ürün ve hizmetlerinin ve diğer üçüncü tarafların oluşturduğu riskler o Taraflar anlaşılır, kaydedilir, önceliklendirilir, değerlendirilir, yanıt verilir ve izlenir ilişki boyunca"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-08,5.0,0,"Relevant suppliers and other third parties are included in incident planning, o response, and recovery activities","Olay planlamasına ilgili tedarikçiler ve diğer üçüncü tarafların dahil edilmesi, o müdahale ve kurtarma faaliyetleri"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-09,5.0,0,"Supply chain security practices are integrated into cybersecurity and o enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Tedarik zinciri güvenliği uygulamaları siber güvenliğe entegre edilir ve o kurumsal risk yönetimi programları oluşturulmakta ve performansları sürekli olarak takip edilmektedir. teknoloji ürün ve hizmet yaşam döngüsü
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,GV.SC_GV.SC-10,5.0,0,"Cybersecurity supply chain risk management plans include provisions for o activities that occur after the conclusion of a partnership or service agreement IDENTIFY (ID): The organization’s current cybersecurity risks are understood • Asset Management (ID.AM): Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy","Siber güvenlik tedarik zinciri risk yönetimi planları aşağıdakilere ilişkin hükümleri içerir: o bir ortaklık veya hizmet sözleşmesinin imzalanmasından sonra ortaya çıkan faaliyetler TANIMLAYIN (ID): Kuruluşun mevcut siber güvenlik riskleri anlaşıldı • Varlık Yönetimi (ID.AM): Varlıklar (ör. veriler, donanım, yazılım, sistemler, tesisler, Kuruluşun iş amaçlarına ulaşmasını sağlayan hizmetler, kişiler) tanımlanır ve organizasyonel hedeflere olan göreceli önemleri ile tutarlı bir şekilde yönetilirler ve kuruluşun risk stratejisi"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-01,6.0,0,Inventories of hardware managed by the organization are maintained o,Kuruluş tarafından yönetilen donanımların envanterleri tutulur o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-02,6.0,0,"Inventories of software, services, and systems managed by the organization o are maintained","Kuruluş tarafından yönetilen yazılım, hizmet ve sistemlerin envanterleri o korunur"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-03,6.0,0,Representations of the organization’s authorized network communication o and internal and external network data flows are maintained,Kuruluşun yetkili ağ iletişiminin temsilleri o ve dahili ve harici ağ veri akışları korunur
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-04,6.0,0,Inventories of services provided by suppliers are maintained o,Tedarikçiler tarafından sağlanan hizmetlerin envanterleri tutulur o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-05,6.0,0,"Assets are prioritized based on classification, criticality, resources, and o impact on the mission","Varlıklar sınıflandırmaya, kritikliğe, kaynaklara ve o misyon üzerindeki etkisi"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-07,6.0,0,Inventories of data and corresponding metadata for designated data types o are maintained,Belirlenen veri türleri için veri envanterleri ve karşılık gelen meta veriler o korunur
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.AM_ID.AM-08,6.0,0,"Systems, hardware, software, services, and data are managed throughout o their life cycles • Risk Assessment (ID.RA): The cybersecurity risk to the organization, assets, and individuals is understood by the organization","Sistemler, donanım, yazılım, hizmetler ve veriler baştan sona yönetilir o onların yaşam döngüleri • Risk Değerlendirmesi (ID.RA): Kuruluşa, varlıklara ve bireylere yönelik siber güvenlik riski organizasyon tarafından anlaşıldı"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-01,7.0,0,"Vulnerabilities in assets are identified, validated, and recorded o 18 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024","Varlıklardaki güvenlik açıkları belirlenir, doğrulanır ve kaydedilir o 18 NIST CSWP 29 NIST Siber Güvenlik Çerçevesi (CSF) 2.0 26 Şubat 2024"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-02,7.0,0,Cyber threat intelligence is received from information sharing forums and o sources,Siber tehdit istihbaratı bilgi paylaşım forumlarından alınır ve o kaynaklar
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-03,7.0,0,Internal and external threats to the organization are identified and recorded o,Kuruluşa yönelik iç ve dış tehditler tespit edilir ve kayıt altına alınır o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-04,7.0,0,Potential impacts and likelihoods of threats exploiting vulnerabilities are o identified and recorded,Güvenlik açıklarından yararlanan tehditlerin olası etkileri ve olasılıkları o tespit edildi ve kaydedildi
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-05,7.0,0,"Threats, vulnerabilities, likelihoods, and impacts are used to understand o inherent risk and inform risk response prioritization","Tehditleri, güvenlik açıklarını, olasılıkları ve etkileri anlamak için kullanılır o doğal risk ve bilgilendirilmiş risk yanıtı önceliklendirmesi"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-06,7.0,0,"Risk responses are chosen, prioritized, planned, tracked, and communicated o","Risk yanıtları seçilir, önceliklendirilir, planlanır, takip edilir ve iletilir o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-07,7.0,0,"Changes and exceptions are managed, assessed for risk impact, recorded, and o tracked","Değişiklikler ve istisnalar yönetilir, risk etkisi açısından değerlendirilir, kaydedilir ve o paletli"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-08,7.0,0,"Processes for receiving, analyzing, and responding to vulnerability disclosures o are established","Güvenlik açığı açıklamalarının alınması, analiz edilmesi ve bunlara yanıt verilmesi süreçleri o kuruldu"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-09,7.0,0,The authenticity and integrity of hardware and software are assessed prior to o acquisition and use,Donanım ve yazılımın orijinalliği ve bütünlüğü önceden değerlendirilir. o edinme ve kullanma
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.RA_ID.RA-10,7.0,0,"Critical suppliers are assessed prior to acquisition o • Improvement (ID.IM): Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions","Kritik tedarikçiler satın alma öncesinde değerlendirilir o • İyileştirme (ID.IM): Kurumsal siber güvenlik risk yönetiminde iyileştirmeler tüm CSF Fonksiyonlarında süreçler, prosedürler ve faaliyetler tanımlanır"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.IM_ID.IM-01,8.0,0,Improvements are identified from evaluations o,Değerlendirmeler sonucunda iyileştirmeler belirlenir o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.IM_ID.IM-02,8.0,0,"Improvements are identified from security tests and exercises, including those o done in coordination with suppliers and relevant third parties","İyileştirmeler, güvenlik testlerinden ve tatbikatlarından belirlenir. o tedarikçiler ve ilgili üçüncü taraflarla koordineli olarak yapılır"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.IM_ID.IM-03,8.0,0,"Improvements are identified from execution of operational processes, o procedures, and activities","Operasyonel süreçlerin yürütülmesi sonucunda iyileştirmeler belirlenir, o prosedürler ve faaliyetler"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,ID.IM_ID.IM-04,8.0,0,"Incident response plans and other cybersecurity plans that affect operations o are established, communicated, maintained, and improved PROTECT (PR): Safeguards to manage the organization’s cybersecurity risks are used • Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited to authorized users, services, and hardware and managed commensurate with the assessed risk of unauthorized access","Operasyonları etkileyen olay müdahale planları ve diğer siber güvenlik planları o kurulur, iletilir, sürdürülür ve geliştirilir PROTECT (PR): Kuruluşun siber güvenlik risklerini yönetmek için önlemler kullanılır • Kimlik Yönetimi, Kimlik Doğrulama ve Erişim Kontrolü (PR.AA): Fiziksel ve mantıksal varlıklar yetkili kullanıcılar, hizmetler, donanım ve yönetilenlerle sınırlıdır Yetkisiz erişime ilişkin değerlendirilen riskle orantılı"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AA_PR.AA-01,9.0,0,"Identities and credentials for authorized users, services, and hardware are o managed by the organization","Yetkili kullanıcılara, hizmetlere ve donanıma ilişkin kimlikler ve kimlik bilgileri o kuruluş tarafından yönetilmektedir"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AA_PR.AA-02,9.0,0,Identities are proofed and bound to credentials based on the context of o interactions,Kimlikler kanıtlanır ve bağlam temel alınarak kimlik bilgilerine bağlanır. o etkileşimler
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AA_PR.AA-03,9.0,0,"Users, services, and hardware are authenticated o","Kullanıcıların, hizmetlerin ve donanımın kimliği doğrulanır o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AA_PR.AA-04,9.0,0,"Identity assertions are protected, conveyed, and verified o 19 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024","Kimlik iddiaları korunur, iletilir ve doğrulanır o 19 NIST CSWP 29 NIST Siber Güvenlik Çerçevesi (CSF) 2.0 26 Şubat 2024"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AA_PR.AA-05,9.0,0,"Access permissions, entitlements, and authorizations are defined in a policy, o managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Erişim izinleri, yetkiler ve yetkiler bir politikada tanımlanır, o yönetilmeli, uygulanmalı ve gözden geçirilmeli ve en az ayrıcalık ilkelerini dahil etmeli ve görevlerin ayrılması"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AA_PR.AA-06,9.0,0,"Physical access to assets is managed, monitored, and enforced o commensurate with risk • Awareness and Training (PR.AT): The organization’s personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","Varlıklara fiziksel erişim yönetilir, izlenir ve uygulanır o riskle orantılı • Farkındalık ve Eğitim (PR.AT): Kuruluşun personeline aşağıdaki bilgiler sağlanır: Siber güvenlikle ilgili görevlerini yerine getirebilmeleri için siber güvenlik farkındalığı ve eğitimleri görevler"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AT_PR.AT-01,10.0,0,Personnel are provided with awareness and training so that they possess the o knowledge and skills to perform general tasks with cybersecurity risks in mind,Personelin gerekli bilgi ve becerilere sahip olmalarını sağlayacak bilinçlendirme ve eğitimler sağlanır. o Siber güvenlik risklerini göz önünde bulundurarak genel görevleri yerine getirmeye yönelik bilgi ve beceriler
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.AT_PR.AT-02,10.0,0,"Individuals in specialized roles are provided with awareness and training so o that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind • Data Security (PR.DS): Data are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information","Uzmanlaşmış rollerdeki bireylere farkındalık ve eğitim sağlanarak o Siber güvenlikle ilgili görevleri yerine getirebilecek bilgi ve becerilere sahip olduklarını akıldaki riskler • Veri Güvenliği (PR.DS): Veriler, kuruluşun risk stratejisiyle tutarlı olarak yönetilir. bilgilerin gizliliğini, bütünlüğünü ve kullanılabilirliğini korumak"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.DS_PR.DS-01,11.0,0,"The confidentiality, integrity, and availability of data-at-rest are protected o","Kullanımda olmayan verilerin gizliliği, bütünlüğü ve kullanılabilirliği korunur o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.DS_PR.DS-02,11.0,0,"The confidentiality, integrity, and availability of data-in-transit are protected o","Aktarılan verilerin gizliliği, bütünlüğü ve kullanılabilirliği korunur o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.DS_PR.DS-10,11.0,0,"The confidentiality, integrity, and availability of data-in-use are protected o","Kullanımdaki verilerin gizliliği, bütünlüğü ve kullanılabilirliği korunur o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.DS_PR.DS-11,11.0,0,"Backups of data are created, protected, maintained, and tested o • Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization’s risk strategy to protect their confidentiality, integrity, and availability","Verilerin yedekleri oluşturulur, korunur, bakımı yapılır ve test edilir o • Platform Güvenliği (PR.PS): Donanım, yazılım (ör. donanım yazılımı, işletim sistemleri, uygulamalar) ve fiziksel ve sanal platformların hizmetleri, kuruluşun gizliliğini, bütünlüğünü ve kullanılabilirliğini korumaya yönelik risk stratejisi"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.PS_PR.PS-01,12.0,0,Configuration management practices are established and applied o,Konfigürasyon yönetimi uygulamalarının oluşturulması ve uygulanması o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.PS_PR.PS-02,12.0,0,"Software is maintained, replaced, and removed commensurate with risk o","Yazılım riskle orantılı olarak korunur, değiştirilir ve kaldırılır o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.PS_PR.PS-03,12.0,0,"Hardware is maintained, replaced, and removed commensurate with risk o","Riske göre donanımın bakımı yapılır, değiştirilir ve kaldırılır o"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.PS_PR.PS-04,12.0,0,Log records are generated and made available for continuous monitoring o,Log kayıtları oluşturulur ve sürekli izlemeye sunulur o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.PS_PR.PS-05,12.0,0,Installation and execution of unauthorized software are prevented o,Yetkisiz yazılımların kurulumu ve çalıştırılması engellenir o
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.PS_PR.PS-06,12.0,0,"Secure software development practices are integrated, and their performance o is monitored throughout the software development life cycle • Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization’s risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience","Güvenli yazılım geliştirme uygulamaları entegre edilmiştir ve performansları o yazılım geliştirme yaşam döngüsü boyunca izlenir • Teknoloji Altyapısı Dayanıklılığı (PR.IR): Güvenlik mimarileri, Kuruluşun varlık gizliliğini, bütünlüğünü ve kullanılabilirliğini korumaya yönelik risk stratejisi ve organizasyonel dayanıklılık"
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.IR_PR.IR-01,13.0,0,"Networks and environments are protected from unauthorized logical access o and usage 20 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024",Ağlar ve ortamlar yetkisiz mantıksal erişime karşı korunur o ve kullanım 20 NIST CSWP 29 NIST Siber Güvenlik Çerçevesi (CSF) 2.0 26 Şubat 2024
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.IR_PR.IR-02,13.0,0,The organization’s technology assets are protected from environmental o threats,Kuruluşun teknoloji varlıkları çevresel etkenlerden korunmaktadır. o tehditler
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.IR_PR.IR-03,13.0,0,Mechanisms are implemented to achieve resilience requirements in normal o and adverse situations,Normal koşullarda dayanıklılık gereksinimlerini karşılamak için mekanizmalar uygulanmaktadır o ve olumsuz durumlar
NIST.CSWP.29.pdf,https://doi.org/10.6028/NIST.CSWP.29,PR.IR_PR.IR-04,13.0,0,"Adequate resource capacity to ensure availability is maintained o DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed • Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","Kullanılabilirliğin korunmasını sağlamak için yeterli kaynak kapasitesi o DETECT (DE): Olası siber güvenlik saldırıları ve açıkları bulunur ve analiz edilir • Sürekli İzleme (DE.CM): Varlıklar anormallikleri, uzlaşma ve diğer potansiyel olumsuz olaylar"
