chunk_id,filename,section_label,chunk_index,text
19,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.27,0,"5.27 Bilgi güvenliği olaylarından öğrenme Bilgi güvenliği olaylarından elde edilen bilgiler, bilgi güvenliği kontrollerini güçlendirmek ve geliştirmek için kullanılmalıdır.
5.27 Learning from information security incidents Knowledge gained from information security incidents should be used to strengthen and improve the information security controls."
20,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.28,0,"5.28 Kanıtların toplanması Kuruluş, bilgi güvenliği olaylarıyla ilgili kanıtların tanımlanması, toplanması, elde edilmesi ve korunmasına yönelik prosedürler oluşturmalı ve uygulamalıdır.
5.28 Collection of evidence The organization should establish and implement procedures for the identification, collection, acquisition and preservation of evidence related to information security events."
21,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.29,0,"5.29 Kesinti sırasında bilgi güvenliği Kuruluş, kesinti sırasında bilgi güvenliğini uygun bir seviyede nasıl sürdüreceğini planlamalıdır.
5.29 Information security during disruption The organization should plan how to maintain information security at an appropriate level during disruption."
22,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.3,0,"5.3 Görevlerin ayrılığı Çatışan görevler ve çatışan sorumluluk alanları ayrılmalıdır.
5.3 Segregation of duties Conflicting duties and conflicting areas of responsibility should be segregated."
23,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.30,0,"5.30 İş sürekliliği için BT hazırlığı BT hazırlığı, iş sürekliliği hedefleri ve BT sürekliliği gereklilikleri esas alınarak planlanmalı, uygulanmalı, sürdürülmeli ve test edilmelidir.
5.30 ICT readiness for business continuity ICT readiness should be planned, implemented, maintained and tested based on business continuity objectives and ICT continuity requirements."
24,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.31,0,"5.31 Yasal, yasal, düzenleyici ve sözleşmeye dayalı gereksinimler Bilgi güvenliğiyle ilgili yasal, yasal, düzenleyici ve sözleşmeye dayalı gereksinimler ve kuruluşun bu gereksinimleri karşılama yaklaşımı tanımlanmalı, belgelenmeli ve güncel tutulmalıdır.
5.31 Legal, statutory, regulatory and contractual requirements Legal, statutory, regulatory and contractual requirements relevant to information security and the organization’s approach to meet these requirements should be identified, documented and kept up to date."
25,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.32,0,"5.32 Fikri mülkiyet hakları Kuruluş, fikri mülkiyet haklarını korumak için uygun prosedürleri uygulamalıdır.
5.32 Intellectual property rights The organization should implement appropriate procedures to protect intellectual property rights."
26,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.33,0,"5.33 Kayıtların korunması Kayıtlar kayıp, imha, tahrifat, yetkisiz erişim ve yetkisiz yayına karşı korunmalıdır.
5.33 Protection of records Records should be protected from loss, destruction, falsification, unauthorized access and unauthorized release."
27,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.34,0,"5.34 Kişisel Bilgilerin gizliliği ve korunması Kuruluş, yürürlükteki yasa ve düzenlemelere ve sözleşme gerekliliklerine göre, gizliliğin korunması ve Kişisel Bilgilerin korunmasına ilişkin gereklilikleri tanımlamalı ve karşılamalıdır.
5.34 Privacy and protection of PII The organization should identify and meet the requirements regarding the preservation of privacy and protection of PII according to applicable laws and regulations and contractual requirements."
28,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.35,0,"5.35 Bilgi güvenliğinin bağımsız incelemesi Kuruluşun bilgi güvenliğini yönetme yaklaşımı ve insanlar, süreçler ve teknolojiler dahil uygulanması, planlanan aralıklarla veya önemli değişiklikler meydana geldiğinde bağımsız olarak gözden geçirilmelidir.
5.35 Independent review of information security The organization’s approach to managing information security and its implementation including people, processes and technologies should be reviewed independently at planned intervals, or when significant changes occur."
29,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.36,0,"5.36 Bilgi güvenliğine ilişkin politika, kural ve standartlara uyum Kuruluşun bilgi güvenliği politikasına, konuya özel politika, kural ve standartlara uyum düzenli olarak gözden geçirilmelidir.
5.36 Compliance with policies, rules and standards for information security Compliance with the organization’s information security policy, topic-specific policies, rules and standards should be regularly reviewed."
30,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.37,0,"5.37 Belgelendirilmiş işletim prosedürleri Bilgi işleme tesislerine ilişkin işletim prosedürleri belgelendirilmeli ve bunlara ihtiyaç duyan personelin kullanımına sunulmalıdır. 6 Kişi Kontrolü.
5.37 Documented operating procedures Operating procedures for information processing facilities should be documented and made available to personnel who need them. 6 People Controls"
31,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.4,0,"5.4 Yönetimin Sorumlulukları Yönetim, tüm personelin bilgi güvenliğini, kuruluşun belirlenmiş bilgi güvenliği politikasına, konuya özel politika ve prosedürlerine uygun olarak uygulamasını gerektirmelidir.
5.4 Management Responsibilities Management should require all personnel to apply information security in accordance with the established information security policy, topic-specific policies and procedures of the organization."
32,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.5,0,"5.5 Yetkililerle İletişim Kuruluş, ilgili yetkililerle iletişim kurmalı ve sürdürmelidir.
5.5 Contact with Authorities The organization should establish and maintain contact with relevant authorities."
33,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.6,0,"5.6 Özel ilgi gruplarıyla temas Kuruluş, özel ilgi grupları veya diğer uzman güvenlik forumları ve mesleki derneklerle temas kurmalı ve sürdürmelidir.
5.6 Contact with special interest groups The organization should establish and maintain contact with special interest groups or other specialist security forums and professional associations."
34,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.7,0,"5.7 Tehdit istihbaratı Bilgi güvenliği tehditleriyle ilgili bilgiler, tehdit istihbaratı üretmek için toplanmalı ve analiz edilmelidir.
5.7 Threat intelligence Information relating to information security threats should be collected and analysed to produce threat intelligence."
35,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.8,0,"5.8 Proje yönetiminde bilgi güvenliği Bilgi güvenliği proje yönetimine entegre edilmelidir.
5.8 Information security in project management Information security should be integrated into project management."
36,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.9,0,"5.9 Bilgi ve diğer ilgili varlıkların envanteri Sahipler de dahil olmak üzere bilgi ve diğer ilgili varlıkların bir envanteri geliştirilmeli ve sürdürülmelidir.
5.9 Inventory of information and other associated assets An inventory of information and other associated assets, including owners, should be developed and maintained."
37,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.1,0,"6.1 Tarama Personel olacak tüm adayların geçmiş doğrulama kontrolleri, kuruluşa katılmadan önce ve sürekli olarak yürürlükteki yasa, yönetmelik ve etik dikkate alınarak yapılmalı ve iş gereklilikleri, erişilecek bilgilerin sınıflandırılması ve algılanan risklerle orantılı olmalıdır.
6.1 Screening Background verification checks on all candidates to become personnel should be carried out prior to joining the organization and on an ongoing basis taking into consideration applicable laws, regulations and ethics and be proportional to the business requirements, the classification of the information to be accessed and the perceived risks."
38,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.2,0,"6.2 İstihdam hüküm ve koşulları İş sözleşmesi anlaşmalarında personelin ve kuruluşun bilgi güvenliğine ilişkin sorumlulukları belirtilmelidir.
6.2 Terms and conditions of employment The employment contractual agreements should state the personnel’s and the organization’s responsibilities for information security."
39,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.3,0,"6.3 Bilgi güvenliği farkındalığı, eğitim ve öğretim Kuruluşun personeli ve ilgili taraflar, uygun bilgi güvenliği farkındalığı, eğitim ve öğretim almalı ve kendi iş fonksiyonlarıyla ilgili olarak kuruluşun bilgi güvenliği politikası, konuya özel politikalar ve prosedürlere ilişkin düzenli güncellemeler almalıdır.
6.3 Information security awareness, education and training Personnel of the organization and relevant interested parties should receive appropriate information security awareness, education and training and regular updates of the organization's information security policy, topic-specific policies and procedures, as relevant for their job function."
40,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.4,0,"6.4 Disiplin süreci Bilgi güvenliği politikasını ihlal eden personele ve diğer ilgili taraflara karşı önlem almak için bir disiplin süreci resmileştirilmeli ve iletilmelidir.
6.4 Disciplinary process A disciplinary process should be formalized and communicated to take actions against personnel and other relevant interested parties who have committed an information security policy violation."
41,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.5,0,"6.5 İş akdinin feshi veya değişikliği sonrasındaki sorumluluklar Fesih veya iş değişikliği sonrasında geçerli kalan bilgi güvenliği sorumlulukları ve görevleri tanımlanmalı, uygulanmalı ve ilgili personele ve diğer ilgili taraflara iletilmelidir.
6.5 Responsibilities after termination or change of employment Information security responsibilities and duties that remain valid after termination or change of employment should be defined, enforced and communicated to relevant personnel and other interested parties."
42,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.6,0,"6.6 Gizlilik veya ifşa etmeme anlaşmaları Kuruluşun bilgilerin korunmasına yönelik ihtiyaçlarını yansıtan gizlilik veya ifşa etmeme anlaşmaları personel ve diğer ilgili taraflarca tanımlanmalı, belgelenmeli, düzenli olarak gözden geçirilmeli ve imzalanmalıdır.
6.6 Confidentiality or non-disclosure agreements Confidentiality or non-disclosure agreements reflecting the organization’s needs for the protection of information should be identified, documented, regularly reviewed and signed by personnel and other relevant interested parties."
43,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.7,0,"6.7 Uzaktan çalışma Personel, kuruluşun tesisleri dışında erişilen, işlenen veya saklanan bilgileri korumak için uzaktan çalışırken güvenlik önlemleri uygulanmalıdır.
6.7 Remote working Security measures should be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization’s premises."
44,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.8,0,"6.8 Bilgi güvenliği olay raporlaması Kuruluş, personelin gözlemlenen veya şüphelenilen bilgi güvenliği olaylarını uygun kanallar aracılığıyla zamanında rapor etmesi için bir mekanizma sağlamalıdır. 7 Fiziksel Kontrol.
6.8 Information security event reporting The organization should provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner. 7 Physical Controls"
45,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.1,0,"7.1 Fiziksel güvenlik çevreleri Güvenlik çevreleri, bilgi ve diğer ilgili varlıkları içeren alanları korumak için tanımlanmalı ve kullanılmalıdır.
7.1 Physical security perimeters Security perimeters should be defined and used to protect areas that contain information and other associated assets."
46,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.10,0,"7.10 Depolama ortamları Depolama ortamları, kuruluşun sınıflandırma şemasına ve taşıma gerekliliklerine uygun olarak edinim, kullanım, taşıma ve imhadan oluşan yaşam döngüsü boyunca yönetilmelidir.
7.10 Storage media Storage media should be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization’s classification scheme and handling requirements."
47,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.11,0,"7.11 Yardımcı tesislerin desteklenmesi Bilgi işleme tesisleri, elektrik kesintilerinden ve yardımcı hizmetlerin desteklenmesindeki arızalardan kaynaklanan diğer kesintilerden korunmalıdır.
7.11 Supporting utilities Information processing facilities should be protected from power failures and other disruptions caused by failures in supporting utilities."
48,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.12,0,"7.12 Kablolama güvenliği Güç, veri veya destekleyici bilgi hizmetlerini taşıyan kablolar, müdahaleye, müdahaleye veya hasara karşı korunmalıdır.
7.12 Cabling security Cables carrying power, data or supporting information services should be protected from interception, interference or damage."
49,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.13,0,"7.13 Ekipman bakımı Ekipmanın bakımı, bilgilerin kullanılabilirliğini, bütünlüğünü ve gizliliğini sağlamak için doğru şekilde yapılmalıdır.
7.13 Equipment maintenance Equipment should be maintained correctly to ensure availability, integrity and confidentiality of information."
50,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.14,0,"7.14 Ekipmanın güvenli bir şekilde imha edilmesi veya yeniden kullanılması Depolama ortamı içeren ekipman öğeleri, imha edilmeden veya yeniden kullanılmadan önce hassas verilerin ve lisanslı yazılımın kaldırıldığından veya bunların üzerine güvenli bir şekilde yazıldığından emin olmak için doğrulanmalıdır. 8 Teknolojik Kontrol.
7.14 Secure disposal or re-use of equipment Items of equipment containing storage media should be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use. 8 Technological Controls"
51,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.2,0,"7.2 Fiziksel giriş Güvenli alanlar uygun giriş kontrolleri ve erişim noktalarıyla korunmalıdır.
7.2 Physical entry Secure areas should be protected by appropriate entry controls and access points."
52,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.3,0,"7.3 Ofislerin, odaların ve tesislerin güvenliğinin sağlanması Ofisler, odalar ve tesisler için fiziksel güvenlik tasarlanmalı ve uygulanmalıdır.
7.3 Securing offices, rooms and facilities Physical security for offices, rooms and facilities should be designed and implemented."
53,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.4,0,"7.4 Fiziksel güvenliğin izlenmesi Tesisler, yetkisiz fiziksel erişime karşı sürekli olarak izlenmelidir.
7.4 Physical security monitoring Premises should be continuously monitored for unauthorized physical access."
54,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.5,0,"7.5 Fiziksel ve çevresel tehditlere karşı koruma Doğal afetler ve altyapıya yönelik diğer kasıtlı veya kasıtsız fiziksel tehditler gibi fiziksel ve çevresel tehditlere karşı koruma tasarlanmalı ve uygulanmalıdır.
7.5 Protecting against physical and environmental threats Protection against physical and environmental threats, such as natural disasters and other intentional or unintentional physical threats to infrastructure should be designed and implemented."
55,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.6,0,"7.6 Güvenli alanlarda çalışma Güvenli alanlarda çalışmaya yönelik güvenlik önlemleri tasarlanmalı ve uygulanmalıdır.
7.6 Working in secure areas Security measures for working in secure areas should be designed and implemented."
56,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.7,0,"7.7 Temiz masa ve ekranı temizleyin Kağıtlar ve çıkarılabilir depolama ortamları için net masa kuralları ve bilgi işlem tesisleri için net ekran kuralları tanımlanmalı ve uygun şekilde uygulanmalıdır.
7.7 Clear desk and clear screen Clear desk rules for papers and removable storage media and clear screen rules for information processing facilities should be defined and appropriately enforced."
57,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.8,0,"7.8 Ekipmanın yerleştirilmesi ve korunması Ekipman güvenli bir şekilde yerleştirilmeli ve korunmalıdır.
7.8 Equipment siting and protection Equipment should be sited securely and protected."
58,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.9,0,"7.9 Tesis dışındaki varlıkların güvenliği Tesis dışındaki varlıklar korunmalıdır.
7.9 Security of assets off-premises Off-site assets should be protected."
59,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.1,0,"8.1 Kullanıcı uç nokta cihazları Kullanıcı uç nokta cihazlarında saklanan, işlenen veya bunlar aracılığıyla erişilebilen bilgiler korunmalıdır.
8.1 User endpoint devices Information stored on, processed by or accessible via user endpoint devices should be protected."
60,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.10,0,"8.10 Bilginin silinmesi Bilgi sistemlerinde, cihazlarda veya diğer herhangi bir depolama ortamında saklanan bilgiler, artık gerekmediğinde silinmelidir.
8.10 Information deletion Information stored in information systems, devices or in any other storage media should be deleted when no longer required."
61,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.11,0,"8.11 Veri maskeleme Veri maskeleme, kuruluşun erişim kontrolüne ilişkin konuya özel politikasına ve ilgili diğer konuya özel politikalara ve iş gereksinimlerine uygun olarak, geçerli mevzuat dikkate alınarak kullanılmalıdır.
8.11 Data masking Data masking should be used in accordance with the organization’s topic-specific policy on access control and other related topic-specific policies, and business requirements, taking applicable legislation into consideration."
62,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.12,0,"8.12 Veri sızıntısının önlenmesi Veri sızıntısını önleme tedbirleri, hassas bilgileri işleyen, saklayan veya ileten sistemlere, ağlara ve diğer cihazlara uygulanmalıdır.
8.12 Data leakage prevention Data leakage prevention measures should be applied to systems, networks and any other devices that process, store or transmit sensitive information."
63,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.13,0,"8.13 Bilgi yedekleme Bilgilerin, yazılımların ve sistemlerin yedek kopyaları, üzerinde anlaşmaya varılan konuya özel yedekleme politikasına uygun olarak muhafaza edilmeli ve düzenli olarak test edilmelidir.
8.13 Information backup Backup copies of information, software and systems should be maintained and regularly tested in accordance with the agreed topic-specific policy on backup."
64,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.14,0,"8.14 Bilgi işleme tesislerinin yedekliliği Bilgi işleme tesisleri, erişilebilirlik gerekliliklerini karşılamaya yeterli yedeklilik ile uygulanmalıdır.
8.14 Redundancy of information processing facilities Information processing facilities should be implemented with redundancy sufficient to meet availability requirements."
65,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.15,0,"8.15 Kayıt Faaliyetleri, istisnaları, hataları ve diğer ilgili olayları kaydeden günlükler üretilmeli, saklanmalı, korunmalı ve analiz edilmelidir.
8.15 Logging Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed."
66,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.16,0,"8.16 İzleme faaliyetleri Ağlar, sistemler ve uygulamalar anormal davranışlara karşı izlenmeli ve potansiyel bilgi güvenliği olaylarını değerlendirmek için uygun önlemler alınmalıdır.
8.16 Monitoring activities Networks, systems and applications should be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents."
67,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.17,0,"8.17 Saat senkronizasyonu Kuruluş tarafından kullanılan bilgi işlem sistemlerinin saatleri, onaylanmış zaman kaynaklarına senkronize edilmelidir.
8.17 Clock synchronization The clocks of information processing systems used by the organization should be synchronized to approved time sources."
68,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.18,0,"8.18 Ayrıcalıklı yardımcı programların kullanımı Sistem ve uygulama kontrollerini geçersiz kılabilen yardımcı programların kullanımı kısıtlanmalı ve sıkı bir şekilde kontrol edilmelidir.
8.18 Use of privileged utility programs The use of utility programs that can be capable of overriding system and application controls should be restricted and tightly controlled."
69,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.19,0,"8.19 Yazılımın operasyonel sistemlere kurulumu Operasyonel sistemlere yazılım kurulumunun güvenli bir şekilde yönetilmesi için prosedürler ve önlemler uygulanmalıdır.
8.19 Installation of software on operational systems Procedures and measures should be implemented to securely manage software installation on operational systems."
70,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.2,0,"8.2 Ayrıcalıklı erişim hakları Ayrıcalıklı erişim haklarının tahsisi ve kullanımı kısıtlanmalı ve yönetilmelidir.
8.2 Privileged access rights The allocation and use of privileged access rights should be restricted and managed."
71,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.20,0,"8.20 Ağ güvenliği Sistemler ve uygulamalardaki bilgilerin korunması için ağlar ve ağ cihazlarının güvenliği sağlanmalı, yönetilmeli ve kontrol edilmelidir.
8.20 Networks security Networks and network devices should be secured, managed and controlled to protect information in systems and applications."
72,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.21,0,"8.21 Ağ hizmetlerinin güvenliği Ağ hizmetlerinin güvenlik mekanizmaları, hizmet seviyeleri ve hizmet gereksinimleri belirlenmeli, uygulanmalı ve izlenmelidir.
8.21 Security of network services Security mechanisms, service levels and service requirements of network services should be identified, implemented and monitored."
